Køn;Beskæftigelsesstatus;Alder;År;Kvartal;Procent
Kvinder;Beskæftigelsesfrekvens;15-24 år;2013;4;52,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2014;1;51,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2014;2;53,4
Kvinder;Beskæftigelsesfrekvens;15-24 år;2014;3;57,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2014;4;57
Kvinder;Beskæftigelsesfrekvens;15-24 år;2015;1;56
Kvinder;Beskæftigelsesfrekvens;15-24 år;2015;2;57,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2015;3;56,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;1996;1;75,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;1996;2;73,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;1996;3;72,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;1996;4;74,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;1997;1;75,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;1997;2;75,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;1997;3;76,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;1997;4;78,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;1998;1;74,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;1998;2;77,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;1998;3;76,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;1998;4;75,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;1999;1;76,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;1999;2;76,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;1999;3;77,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;1999;4;77,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2000;1;77,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;2000;2;77,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;2000;3;77,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2000;4;78,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2001;1;76,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2001;2;78,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2001;3;77,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2001;4;78,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2002;1;77
Kvinder;Beskæftigelsesfrekvens;25-34 år;2002;2;79
Kvinder;Beskæftigelsesfrekvens;25-34 år;2002;3;75
Kvinder;Beskæftigelsesfrekvens;25-34 år;2002;4;75,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;2003;1;74,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2003;2;73,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2003;3;75
Kvinder;Beskæftigelsesfrekvens;25-34 år;2003;4;74,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;2004;1;74,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;2004;2;78,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2004;3;76,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2004;4;76,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2005;1;76,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2005;2;75,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2005;3;77,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2005;4;79,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;2006;1;79,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2006;2;77,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;2006;3;78,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2006;4;80,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;2007;1;76,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;2007;2;79,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2007;3;78,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2007;4;81,6
Kvinder;Beskæftigelsesfrekvens;25-34 år;2008;1;80,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2008;2;80,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2008;3;82,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2008;4;81,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2009;1;82,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2009;2;79,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2009;3;79
Kvinder;Beskæftigelsesfrekvens;25-34 år;2009;4;77,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2010;1;76,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2010;2;76,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2010;3;76,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;2010;4;75,6
Kvinder;Beskæftigelsesfrekvens;25-34 år;2011;1;72,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2011;2;72,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;2011;3;72,9
Kvinder;Beskæftigelsesfrekvens;25-34 år;2011;4;73,8
Kvinder;Beskæftigelsesfrekvens;25-34 år;2012;1;74,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2012;2;73,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2012;3;73,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2012;4;73,4
Kvinder;Beskæftigelsesfrekvens;25-34 år;2013;1;71,7
Kvinder;Beskæftigelsesfrekvens;25-34 år;2013;2;74,2
Kvinder;Beskæftigelsesfrekvens;25-34 år;2013;3;74,3
Kvinder;Beskæftigelsesfrekvens;25-34 år;2013;4;70,6
Kvinder;Beskæftigelsesfrekvens;25-34 år;2014;1;69,1
Kvinder;Beskæftigelsesfrekvens;25-34 år;2014;2;73,6
Kvinder;Beskæftigelsesfrekvens;25-34 år;2014;3;73,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2014;4;72
Kvinder;Beskæftigelsesfrekvens;25-34 år;2015;1;71,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2015;2;71,5
Kvinder;Beskæftigelsesfrekvens;25-34 år;2015;3;74
Kvinder;Beskæftigelsesfrekvens;35-44 år;1996;1;81,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;1996;2;81
Kvinder;Beskæftigelsesfrekvens;35-44 år;1996;3;82,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;1996;4;82,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;1997;1;80,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;1997;2;83
Kvinder;Beskæftigelsesfrekvens;35-44 år;1997;3;81,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;1997;4;81,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;1998;1;82,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;1998;2;82,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;1998;3;80,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;1998;4;83,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;1999;1;84,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;1999;2;83,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;1999;3;82,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;1999;4;82
Kvinder;Beskæftigelsesfrekvens;35-44 år;2000;1;80,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;2000;2;84,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2000;3;81,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;2000;4;82,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;2001;1;82,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2001;2;83,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2001;3;85,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2001;4;83,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2002;1;83
Kvinder;Beskæftigelsesfrekvens;35-44 år;2002;2;82,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2002;3;83,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2002;4;81,4
Kvinder;Beskæftigelsesfrekvens;35-44 år;2003;1;81,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2003;2;81
Kvinder;Beskæftigelsesfrekvens;35-44 år;2003;3;82,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;2003;4;81,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2004;1;78,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2004;2;83,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2004;3;84,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2004;4;82,4
Kvinder;Beskæftigelsesfrekvens;35-44 år;2005;1;82,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2005;2;83,4
Kvinder;Beskæftigelsesfrekvens;35-44 år;2005;3;82,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2005;4;82,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2006;1;82,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;2006;2;83,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2006;3;84,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2006;4;84,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2007;1;86,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2007;2;83,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2007;3;85
Kvinder;Beskæftigelsesfrekvens;35-44 år;2007;4;85,4
Kvinder;Beskæftigelsesfrekvens;35-44 år;2008;1;85,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2008;2;85,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2008;3;84,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2008;4;86,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2009;1;84,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2009;2;85,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2009;3;84,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2009;4;81,7
Kvinder;Beskæftigelsesfrekvens;35-44 år;2010;1;81,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2010;2;82,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2010;3;81,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2010;4;81,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2011;1;81,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2011;2;82,1
Kvinder;Beskæftigelsesfrekvens;35-44 år;2011;3;81,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;2011;4;82,4
Kvinder;Beskæftigelsesfrekvens;35-44 år;2012;1;81,5
Kvinder;Beskæftigelsesfrekvens;35-44 år;2012;2;82
Kvinder;Beskæftigelsesfrekvens;35-44 år;2012;3;81,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2012;4;81,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;2013;1;81,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;2013;2;81,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2013;3;80,8
Kvinder;Beskæftigelsesfrekvens;35-44 år;2013;4;81,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2014;1;80,6
Kvinder;Beskæftigelsesfrekvens;35-44 år;2014;2;82
Kvinder;Beskæftigelsesfrekvens;35-44 år;2014;3;80,3
Kvinder;Beskæftigelsesfrekvens;35-44 år;2014;4;81,2
Kvinder;Beskæftigelsesfrekvens;35-44 år;2015;1;81,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2015;2;80,9
Kvinder;Beskæftigelsesfrekvens;35-44 år;2015;3;80,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;1996;1;70,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;1996;2;72,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;1996;3;73,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;1996;4;71,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;1997;1;72,2
Kvinder;Beskæftigelsesfrekvens;45-54 år;1997;2;72,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;1997;3;72,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;1997;4;73,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;1998;1;73,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;1998;2;73,1
Kvinder;Beskæftigelsesfrekvens;45-54 år;1998;3;74,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;1998;4;79,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;1999;1;76,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;1999;2;76,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;1999;3;78,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;1999;4;76,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2000;1;80,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2000;2;79,2
Kvinder;Beskæftigelsesfrekvens;45-54 år;2000;3;78,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2000;4;79,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2001;1;81
Kvinder;Beskæftigelsesfrekvens;45-54 år;2001;2;78,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2001;3;81,2
Kvinder;Beskæftigelsesfrekvens;45-54 år;2001;4;80,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2002;1;81,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2002;2;80,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2002;3;78
Kvinder;Beskæftigelsesfrekvens;45-54 år;2002;4;80,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2003;1;79,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2003;2;82,1
Kvinder;Beskæftigelsesfrekvens;45-54 år;2003;3;79,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2003;4;81
Kvinder;Beskæftigelsesfrekvens;45-54 år;2004;1;80,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2004;2;80
Kvinder;Beskæftigelsesfrekvens;45-54 år;2004;3;81
Kvinder;Beskæftigelsesfrekvens;45-54 år;2004;4;79,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2005;1;80,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2005;2;80,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2005;3;81,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2005;4;83,1
Kvinder;Beskæftigelsesfrekvens;45-54 år;2006;1;83,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2006;2;83,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;2006;3;83
Kvinder;Beskæftigelsesfrekvens;45-54 år;2006;4;81,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2007;1;81,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;2007;2;82,2
Kvinder;Beskæftigelsesfrekvens;45-54 år;2007;3;82,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2007;4;83,1
Kvinder;Beskæftigelsesfrekvens;45-54 år;2008;1;84,3
Kvinder;Beskæftigelsesfrekvens;45-54 år;2008;2;83,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2008;3;85,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2008;4;86,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2009;1;83,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2009;2;83
Kvinder;Beskæftigelsesfrekvens;45-54 år;2009;3;85,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2009;4;82,3
Kvinder;Beskæftigelsesfrekvens;45-54 år;2010;1;83,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2010;2;82,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2010;3;82,3
Kvinder;Beskæftigelsesfrekvens;45-54 år;2010;4;80,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2011;1;79,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;2011;2;80,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2011;3;82,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2011;4;80,3
Kvinder;Beskæftigelsesfrekvens;45-54 år;2012;1;81
Kvinder;Beskæftigelsesfrekvens;45-54 år;2012;2;81,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2012;3;81,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2012;4;80,2
Kvinder;Beskæftigelsesfrekvens;45-54 år;2013;1;80,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2013;2;81,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2013;3;82,6
Kvinder;Beskæftigelsesfrekvens;45-54 år;2013;4;81,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2014;1;80,9
Kvinder;Beskæftigelsesfrekvens;45-54 år;2014;2;79,8
Kvinder;Beskæftigelsesfrekvens;45-54 år;2014;3;81,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2014;4;82,4
Kvinder;Beskæftigelsesfrekvens;45-54 år;2015;1;80,7
Kvinder;Beskæftigelsesfrekvens;45-54 år;2015;2;79,5
Kvinder;Beskæftigelsesfrekvens;45-54 år;2015;3;79,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;1996;1;36,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;1996;2;35
Kvinder;Beskæftigelsesfrekvens;55-64 år;1996;3;37,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;1996;4;40,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;1997;1;37,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;1997;2;38,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;1997;3;37,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;1997;4;38,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;1998;1;41,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;1998;2;40,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;1998;3;40,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;1998;4;39
Kvinder;Beskæftigelsesfrekvens;55-64 år;1999;1;41,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;1999;2;45,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;1999;3;45,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;1999;4;42,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;2000;1;45,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;2000;2;46,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2000;3;47,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2000;4;46,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;2001;1;47,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2001;2;49,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2001;3;49,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2001;4;52,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;2002;1;49,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2002;2;50,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2002;3;51,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2002;4;50,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;2003;1;52,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2003;2;53,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2003;3;53,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;2003;4;52,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2004;1;53,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2004;2;54,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2004;3;53,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2004;4;52,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2005;1;53,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2005;2;52,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;2005;3;52,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;2005;4;55,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2006;1;54,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2006;2;53,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;2006;3;54,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;2006;4;54,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2007;1;52,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2007;2;53,5
Kvinder;Beskæftigelsesfrekvens;55-64 år;2007;3;54
Kvinder;Beskæftigelsesfrekvens;55-64 år;2007;4;51,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2008;1;51,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2008;2;53
Kvinder;Beskæftigelsesfrekvens;55-64 år;2008;3;52
Kvinder;Beskæftigelsesfrekvens;55-64 år;2008;4;49,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2009;1;49,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2009;2;52,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2009;3;52,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2009;4;52
Kvinder;Beskæftigelsesfrekvens;55-64 år;2010;1;52,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2010;2;54,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2010;3;54,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2010;4;52,8
Kvinder;Beskæftigelsesfrekvens;55-64 år;2011;1;54,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2011;2;55,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2011;3;55,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2011;4;55,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;2012;1;56
Kvinder;Beskæftigelsesfrekvens;55-64 år;2012;2;56,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2012;3;55,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2012;4;55,6
Kvinder;Beskæftigelsesfrekvens;55-64 år;2013;1;55,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2013;2;56,9
Kvinder;Beskæftigelsesfrekvens;55-64 år;2013;3;58
Kvinder;Beskæftigelsesfrekvens;55-64 år;2013;4;57,2
Kvinder;Beskæftigelsesfrekvens;55-64 år;2014;1;56,1
Kvinder;Beskæftigelsesfrekvens;55-64 år;2014;2;57,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2014;3;57,7
Kvinder;Beskæftigelsesfrekvens;55-64 år;2014;4;59,3
Kvinder;Beskæftigelsesfrekvens;55-64 år;2015;1;59,4
Kvinder;Beskæftigelsesfrekvens;55-64 år;2015;2;60
Kvinder;Beskæftigelsesfrekvens;55-64 år;2015;3;58,7
Kvinder;AKU-ledighedsprocent;15-24 år;1996;1;12,4
Kvinder;AKU-ledighedsprocent;15-24 år;1996;2;12
Kvinder;AKU-ledighedsprocent;15-24 år;1996;3;12,7
Kvinder;AKU-ledighedsprocent;15-24 år;1996;4;7,4
Kvinder;AKU-ledighedsprocent;15-24 år;1997;1;10,4
Kvinder;AKU-ledighedsprocent;15-24 år;1997;2;9,8
Kvinder;AKU-ledighedsprocent;15-24 år;1997;3;9,7
Kvinder;AKU-ledighedsprocent;15-24 år;1997;4;8,4
Kvinder;AKU-ledighedsprocent;15-24 år;1998;1;8,6
Kvinder;AKU-ledighedsprocent;15-24 år;1998;2;8,1
Kvinder;AKU-ledighedsprocent;15-24 år;1998;3;8,5
Kvinder;AKU-ledighedsprocent;15-24 år;1998;4;7
Kvinder;AKU-ledighedsprocent;15-24 år;1999;1;10,5
Kvinder;AKU-ledighedsprocent;15-24 år;1999;2;10,4
Kvinder;AKU-ledighedsprocent;15-24 år;1999;3;10,4
Kvinder;AKU-ledighedsprocent;15-24 år;1999;4;8,7
Kvinder;AKU-ledighedsprocent;15-24 år;2000;1;6,7
Kvinder;AKU-ledighedsprocent;15-24 år;2000;2;7,2
Kvinder;AKU-ledighedsprocent;15-24 år;2000;3;8,5
Kvinder;AKU-ledighedsprocent;15-24 år;2000;4;4,4
Kvinder;AKU-ledighedsprocent;15-24 år;2001;1;8,5
Kvinder;AKU-ledighedsprocent;15-24 år;2001;2;10,2
Kvinder;AKU-ledighedsprocent;15-24 år;2001;3;10,2
Kvinder;AKU-ledighedsprocent;15-24 år;2001;4;7,8
Kvinder;AKU-ledighedsprocent;15-24 år;2002;1;7,6
Kvinder;AKU-ledighedsprocent;15-24 år;2002;2;6,6
Kvinder;AKU-ledighedsprocent;15-24 år;2002;3;9,9
Kvinder;AKU-ledighedsprocent;15-24 år;2002;4;7,6
Kvinder;AKU-ledighedsprocent;15-24 år;2003;1;11,7
Kvinder;AKU-ledighedsprocent;15-24 år;2003;2;9,7
Kvinder;AKU-ledighedsprocent;15-24 år;2003;3;10,1
Kvinder;AKU-ledighedsprocent;15-24 år;2003;4;6,6
Kvinder;AKU-ledighedsprocent;15-24 år;2004;1;9,1
Kvinder;AKU-ledighedsprocent;15-24 år;2004;2;8,1
Kvinder;AKU-ledighedsprocent;15-24 år;2004;3;7,6
Kvinder;AKU-ledighedsprocent;15-24 år;2004;4;6,7
Kvinder;AKU-ledighedsprocent;15-24 år;2005;1;8,1
Kvinder;AKU-ledighedsprocent;15-24 år;2005;2;10,5
Kvinder;AKU-ledighedsprocent;15-24 år;2005;3;10,4
Kvinder;AKU-ledighedsprocent;15-24 år;2005;4;7
Kvinder;AKU-ledighedsprocent;15-24 år;2006;1;9,6
Kvinder;AKU-ledighedsprocent;15-24 år;2006;2;8,6
Kvinder;AKU-ledighedsprocent;15-24 år;2006;3;7,9
Kvinder;AKU-ledighedsprocent;15-24 år;2006;4;5,5
Kvinder;AKU-ledighedsprocent;15-24 år;2007;1;7,6
Kvinder;AKU-ledighedsprocent;15-24 år;2007;2;6,5
Kvinder;AKU-ledighedsprocent;15-24 år;2007;3;9,5
Kvinder;AKU-ledighedsprocent;15-24 år;2007;4;5,9
Kvinder;AKU-ledighedsprocent;15-24 år;2008;1;8,8
Kvinder;AKU-ledighedsprocent;15-24 år;2008;2;8,5
Kvinder;AKU-ledighedsprocent;15-24 år;2008;3;10
Kvinder;AKU-ledighedsprocent;15-24 år;2008;4;7,4
Kvinder;AKU-ledighedsprocent;15-24 år;2009;1;8,6
Kvinder;AKU-ledighedsprocent;15-24 år;2009;2;10,2
Kvinder;AKU-ledighedsprocent;15-24 år;2009;3;11,3
Kvinder;AKU-ledighedsprocent;15-24 år;2009;4;11
Kvinder;AKU-ledighedsprocent;15-24 år;2010;1;11,4
Kvinder;AKU-ledighedsprocent;15-24 år;2010;2;10,4
Kvinder;AKU-ledighedsprocent;15-24 år;2010;3;13,5
Kvinder;AKU-ledighedsprocent;15-24 år;2010;4;11,7
Kvinder;AKU-ledighedsprocent;15-24 år;2011;1;11,7
Kvinder;AKU-ledighedsprocent;15-24 år;2011;2;11,4
Kvinder;AKU-ledighedsprocent;15-24 år;2011;3;14,2
Kvinder;AKU-ledighedsprocent;15-24 år;2011;4;13,5
Kvinder;AKU-ledighedsprocent;15-24 år;2012;1;14
Kvinder;AKU-ledighedsprocent;15-24 år;2012;2;13,9
Kvinder;AKU-ledighedsprocent;15-24 år;2012;3;12,5
Kvinder;AKU-ledighedsprocent;15-24 år;2012;4;13,4
Kvinder;AKU-ledighedsprocent;15-24 år;2013;1;12,1
Kvinder;AKU-ledighedsprocent;15-24 år;2013;2;10,7
